Date,Name,Year,Letterboxd URI,Rating
2023-08-29,Clueless,1995,https://boxd.it/1Ygk,4
2023-08-29,Monte Carlo,2011,https://boxd.it/hqk,3
2023-09-03,Mr. & Mrs. Smith,2005,https://boxd.it/29CG,4
2023-09-06,Before Sunrise,1995,https://boxd.it/2bcU,5
2023-09-11,The Truman Show,1998,https://boxd.it/18U8,5
2023-09-11,Jaws,1975,https://boxd.it/2a5e,3
2023-09-11,Jurassic Park,1993,https://boxd.it/2aA2,4
2023-09-26,Stand by Me,1986,https://boxd.it/2aOe,5
2023-09-28,Mambo Girl,1957,https://boxd.it/4VHS,3
2023-09-29,Everything Everywhere All at Once,2022,https://boxd.it/jUk4,4
2023-09-30,Our Time Will Come,2017,https://boxd.it/g8rA,3.5
2023-10-14,The Wonderful Story of Henry Sugar,2023,https://boxd.it/yNyo,5
2023-10-21,Whatever It Takes,2000,https://boxd.it/1KyO,2
2023-10-22,Bridget Jones's Diary,2001,https://boxd.it/29WQ,4
2023-10-28,Five Nights at Freddy's,2023,https://boxd.it/ikHu,3
2023-11-04,All the Light We Cannot See,2023,https://boxd.it/Jism,4.5
2023-11-15,Four Christmases,2008,https://boxd.it/1SjM,3.5
2023-11-15,Falling for Christmas,2022,https://boxd.it/vpEG,2
2023-11-18,Schindler's List,1993,https://boxd.it/2aq2,5
2023-11-20,The Break-Up,2006,https://boxd.it/1XRk,4
2023-11-26,Sing,2016,https://boxd.it/b5EQ,4
2023-11-30,Table for Six,2022,https://boxd.it/w9KU,1.5
2023-11-30,Finding Mr. Right,2013,https://boxd.it/5Hnm,2
2023-11-30,The Killer,1989,https://boxd.it/1Vha,3.5
2023-12-03,Family Switch,2023,https://boxd.it/u1nu,2
2023-12-05,Pillow Talk,1959,https://boxd.it/23AE,3
2023-12-08,The Holiday,2006,https://boxd.it/28ye,5
2023-12-08,How the Grinch Stole Christmas,2000,https://boxd.it/1ZHQ,5
2023-12-08,Elf,2003,https://boxd.it/1VyK,4.5
2023-12-14,Holidate,2020,https://boxd.it/mLcc,4
2023-12-14,Home Alone 2: Lost in New York,1992,https://boxd.it/29F6,3
2023-12-24,Priscilla,2023,https://boxd.it/Cz3k,3.5
2023-12-26,Wonka,2023,https://boxd.it/tCQm,2.5
2024-01-06,Sleeping with Other People,2015,https://boxd.it/8WPm,4
2024-01-07,50 First Dates,2004,https://boxd.it/285c,4.5
2024-02-07,Saw X,2023,https://boxd.it/zUWk,2
2024-02-09,Lady Bird,2017,https://boxd.it/dGNE,4
2024-02-10,Bratz,2007,https://boxd.it/1OIS,4.5
2024-02-10,Cinderella,2015,https://boxd.it/4KX6,5
2024-02-10,He's Just Not That Into You,2009,https://boxd.it/1WSG,4.5
2024-02-10,She's the Man,2006,https://boxd.it/1Y7W,4
2024-02-11,My Best Friend's Wedding,1997,https://boxd.it/1ZHm,3
2024-02-11,Notting Hill,1999,https://boxd.it/2aeK,4.5
2024-02-11,Letters to Juliet,2010,https://boxd.it/19aK,4
2024-02-14,Argylle,2024,https://boxd.it/w1kk,3.5
2024-02-20,Miller's Girl,2024,https://boxd.it/CP8U,1.5
2024-02-20,The Hangover Part II,2011,https://boxd.it/PZI,3.5
2024-02-20,The House Bunny,2008,https://boxd.it/1RyG,4
2024-02-20,Wizards of Waverly Place: The Movie,2009,https://boxd.it/1thQ,4
2024-02-23,Thanksgiving,2023,https://boxd.it/EviY,2
2024-02-23,Anastasia,1997,https://boxd.it/1YFk,4
2024-02-25,Bad Teacher,2011,https://boxd.it/yXA,4
2024-03-03,Meet the Fockers,2004,https://boxd.it/29NE,2.5
2024-03-04,The Devil Wears Prada,2006,https://boxd.it/2awE,4
2024-03-05,What's Your Number?,2011,https://boxd.it/6P4,4
2024-03-06,Julie & Julia,2009,https://boxd.it/1wXg,4
2024-03-08,In Time,2011,https://boxd.it/FPS,2.5
2024-03-11,Baby Driver,2017,https://boxd.it/bhF2,4
2024-03-11,Barbie in the 12 Dancing Princesses,2006,https://boxd.it/1R34,5
2024-03-11,Barbie in the Nutcracker,2001,https://boxd.it/1MGA,4
2024-03-11,Barbie as Rapunzel,2002,https://boxd.it/1MZW,4
2024-03-11,Barbie as The Princess & the Pauper,2004,https://boxd.it/1MGU,4
2024-03-11,Barbie and the Magic of Pegasus,2005,https://boxd.it/1Lgc,4
2024-03-11,Barbie and the Diamond Castle,2008,https://boxd.it/1R2K,4.5
2024-03-11,Barbie in 'A Christmas Carol',2008,https://boxd.it/1Q8C,4
2024-03-11,Barbie of Swan Lake,2003,https://boxd.it/1MZM,4.5
2024-03-11,Enchanted,2007,https://boxd.it/24co,4.5
2024-03-16,Avatar: The Way of Water,2022,https://boxd.it/2E2E,4.5
2024-03-16,Damsel,2024,https://boxd.it/sFY2,2.5
2024-03-17,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/6YK,5
2024-03-17,Some Like It Hot,1959,https://boxd.it/2aNA,3.5
2024-03-17,Pretty Woman,1990,https://boxd.it/2b6M,4.5
2024-03-17,Just Married,2003,https://boxd.it/1Szg,3.5
2024-03-17,Mona Lisa Smile,2003,https://boxd.it/1T0Q,4.5
2024-03-17,13 Going on 30,2004,https://boxd.it/1X6e,4.5
2024-03-17,The Secret World of Arrietty,2010,https://boxd.it/AF4,4.5
2024-03-30,Horrible Bosses 2,2014,https://boxd.it/6HWy,2
2024-04-06,Flipped,2010,https://boxd.it/Tb8,4
2024-05-07,Wreck-It Ralph,2012,https://boxd.it/2TTS,5
2024-05-10,Kingdom of the Planet of the Apes,2024,https://boxd.it/ohEE,3.5
2024-05-12,The Help,2011,https://boxd.it/EDm,4
2024-05-20,Challengers,2024,https://boxd.it/zld0,3.5
2024-06-05,Rise of the Planet of the Apes,2011,https://boxd.it/cS4,3.5
2024-06-05,Star Wars: Episode I – The Phantom Menace,1999,https://boxd.it/27Vc,3.5
2024-06-05,Star Wars,1977,https://boxd.it/72s,4.5
2024-06-07,The Empire Strikes Back,1980,https://boxd.it/27Vw,4.5
2024-06-07,Star Wars: Episode III – Revenge of the Sith,2005,https://boxd.it/27US,5
2024-06-07,Star Wars: Episode II – Attack of the Clones,2002,https://boxd.it/27V2,4.5
2024-06-07,Return of the Jedi,1983,https://boxd.it/27Vm,4
2024-08-16,The Great Gatsby,2013,https://boxd.it/JY,3.5
2024-09-06,The Intern,2015,https://boxd.it/7AOE,3.5
2024-09-14,Beetlejuice Beetlejuice,2024,https://boxd.it/yyGs,3
2024-09-21,Scream,2022,https://boxd.it/o0lg,2.5
2024-09-27,The Proposal,2009,https://boxd.it/1HiS,2.5
2024-09-29,Sex and the City,2008,https://boxd.it/246q,2.5
2024-09-29,It Ends with Us,2024,https://boxd.it/ENjg,0.5
2024-10-09,The Day After Tomorrow,2004,https://boxd.it/2aog,2.5
2024-10-09,Don't Worry Darling,2022,https://boxd.it/mViu,3
2024-10-11,Ticket to Paradise,2022,https://boxd.it/u8Cc,2
2024-10-11,Good Will Hunting,1997,https://boxd.it/2ahY,5
2024-10-13,Leap Year,2010,https://boxd.it/1wdC,2.5
2024-10-13,Passengers,2016,https://boxd.it/8lFu,2.5
2024-10-13,Brokeback Mountain,2005,https://boxd.it/2b2q,4
2024-10-13,Avengers: Infinity War,2018,https://boxd.it/9vEe,4
2024-10-13,The Super Mario Bros. Movie,2023,https://boxd.it/i8C8,4.5
2024-10-13,Home Alone,1990,https://boxd.it/29Fg,4.5
2024-10-13,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O,5
2024-10-13,Titanic,1997,https://boxd.it/2a2k,5
2024-10-13,When Harry Met Sally...,1989,https://boxd.it/29W2,4.5
2024-10-13,Madame Web,2024,https://boxd.it/nwD0,0.5
2024-10-13,Rio,2011,https://boxd.it/NKc,4.5
2024-10-16,Isi & Ossi,2020,https://boxd.it/ovVO,2.5
2024-10-17,Spring Breakers,2012,https://boxd.it/421s,2
2024-10-18,Garden State,2004,https://boxd.it/2asW,4.5
2024-10-18,Closer,2004,https://boxd.it/270K,3
2024-10-18,Woman of the Hour,2023,https://boxd.it/vuz2,4
2024-10-19,Like Father,2018,https://boxd.it/iN76,2
2024-10-20,Journey 2: The Mysterious Island,2012,https://boxd.it/2o8m,2
2024-10-27,Kingsman: The Secret Service,2014,https://boxd.it/6dxe,4
2024-10-27,The Virgin Suicides,1999,https://boxd.it/28JG,4
2024-10-27,Kingsman: The Golden Circle,2017,https://boxd.it/buJm,3
2024-10-30,Fear,1996,https://boxd.it/1W0a,2
2024-10-30,Hocus Pocus,1993,https://boxd.it/1Wgi,3
2024-11-01,Frozen,2013,https://boxd.it/3GNa,5
2024-11-03,Agatha All Along,2024,https://boxd.it/Q5dC,4
2024-11-04,The Substance,2024,https://boxd.it/zanS,4.5
2024-11-04,Ocean's Eight,2018,https://boxd.it/eaai,4
2024-11-04,The Nightmare Before Christmas,1993,https://boxd.it/1YzQ,3.5
2024-11-04,The Idea of You,2024,https://boxd.it/vOW6,1
2024-11-05,Promising Young Woman,2020,https://boxd.it/loRE,3.5
2024-11-05,Fly Me to the Moon,2024,https://boxd.it/A7Xg,3.5
2024-11-05,Anyone But You,2023,https://boxd.it/EzA8,1.5
2024-11-05,Romeo + Juliet,1996,https://boxd.it/2ama,4.5
2024-11-05,Scream,1996,https://boxd.it/24EC,4.5
2024-11-05,A Walk to Remember,2002,https://boxd.it/1WLq,2
2024-11-06,Purple Hearts,2022,https://boxd.it/sFiK,0.5
2024-11-08,Bullet Train,2022,https://boxd.it/qW26,4
2024-11-11,Hidden Figures,2016,https://boxd.it/dgS4,4
2024-11-25,Gladiator,2000,https://boxd.it/2b9m,4.5
2024-11-29,Gladiator II,2024,https://boxd.it/kqQQ,3.5
2024-12-01,Our Little Secret,2024,https://boxd.it/KVeA,1
2024-12-01,This Is the End,2013,https://boxd.it/3GB4,3
2024-12-05,Phineas and Ferb The Movie: Across the 2nd Dimension,2011,https://boxd.it/2ql8,4
2024-12-10,Irish Wish,2024,https://boxd.it/CxHM,1.5
2024-12-13,Sleepless in Seattle,1993,https://boxd.it/29re,3
2024-12-16,Moana 2,2024,https://boxd.it/LcjW,3
2024-12-19,Moana,2016,https://boxd.it/8tfY,4
2024-12-20,My Old Ass,2024,https://boxd.it/zLP0,4
2024-12-20,Bodies Bodies Bodies,2022,https://boxd.it/iRcE,2.5
2024-12-20,Red One,2024,https://boxd.it/vTBM,2
2024-12-21,Carry-On,2024,https://boxd.it/C0B2,1.5
2024-12-22,The Six Triple Eight,2024,https://boxd.it/Ear6,2.5
2025-01-03,Conclave,2024,https://boxd.it/AO8q,4
2025-01-04,American Beauty,1999,https://boxd.it/71Y,3.5
2025-01-13,High School Musical,2006,https://boxd.it/1V0y,4
2025-01-17,Anora,2024,https://boxd.it/Egcw,4
2025-03-02,Eyes Wide Shut,1999,https://boxd.it/2axs,2
2025-03-25,Heretic,2024,https://boxd.it/H1lY,3
2025-04-01,The Hangover,2009,https://boxd.it/1GjK,5
2025-04-02,The Other Boleyn Girl,2008,https://boxd.it/1Sl4,2.5
2025-04-04,The Life List,2025,https://boxd.it/LN3c,1
2025-04-26,Back to the Future,1985,https://boxd.it/2b8e,5
2025-04-27,Back to the Future Part II,1989,https://boxd.it/2aYI,4
2025-04-28,Back to the Future Part III,1990,https://boxd.it/2aTS,3.5
2025-04-28,Pixels,2015,https://boxd.it/7BaA,2.5
2025-04-30,Parthenope,2024,https://boxd.it/FWo2,3
2025-04-30,My Fault: London,2025,https://boxd.it/NnHu,0.5
2025-05-01,Ophelia,2018,https://boxd.it/fc6E,4
2025-06-22,"Everything, Everything",2017,https://boxd.it/eKx8,1.5
2025-07-01,The Hunger Games: Mockingjay – Part 2,2015,https://boxd.it/4hk0,2.5
2025-07-01,The Hunger Games: Mockingjay – Part 1,2014,https://boxd.it/4hka,2.5
2025-07-01,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/pZCY,3.5
2025-07-01,Barbie,2023,https://boxd.it/bCLK,2.5
2025-07-01,Oppenheimer,2023,https://boxd.it/wUow,3.5
2025-07-01,Princess Protection Program,2009,https://boxd.it/1F5s,3.5
2025-07-07,Before Sunset,2004,https://boxd.it/2bcg,5
2025-07-08,Chungking Express,1994,https://boxd.it/1UDa,5
2025-07-11,Jean de Florette,1986,https://boxd.it/24gK,4
2025-07-11,Scream VI,2023,https://boxd.it/zdfW,4
2025-07-13,Bringing Up Baby,1938,https://boxd.it/29ks,4
2025-07-14,Fallen Angels,1995,https://boxd.it/1UkW,5
2025-07-16,Superman,2025,https://boxd.it/E9IU,3.5
2025-07-17,In the Mood for Love,2000,https://boxd.it/29tE,4.5
2025-07-23,F1,2025,https://boxd.it/yjVM,3
2025-08-05,The Fantastic 4: First Steps,2025,https://boxd.it/mP6C,1
2025-08-07,How to Train Your Dragon,2025,https://boxd.it/F7Je,4
2025-08-19,Pride & Prejudice,2005,https://boxd.it/24u8,4
2025-08-19,Grave of the Fireflies,1988,https://boxd.it/1RUM,4
2025-08-22,"Girl, Interrupted",1999,https://boxd.it/25ds,3
2025-08-23,Twilight,2008,https://boxd.it/1Zui,4
2025-08-25,Arrival,2016,https://boxd.it/aNGk,3.5
2025-08-26,Punch-Drunk Love,2002,https://boxd.it/20E4,4
2025-08-26,(500) Days of Summer,2009,https://boxd.it/1EmM,3.5
2025-08-29,Silver Linings Playbook,2012,https://boxd.it/2TTo,3
2025-09-02,The Naked Gun,2025,https://boxd.it/Da9k,2.5
2025-09-05,The Phoenician Scheme,2025,https://boxd.it/H0Ca,2
2025-09-07,Leaving Las Vegas,1995,https://boxd.it/2amE,3
2025-09-07,The Ritual,2017,https://boxd.it/fo0I,2
2025-09-08,The Menu,2022,https://boxd.it/lScm,3.5
2025-09-08,Glass Onion,2022,https://boxd.it/oCkK,2.5
2025-09-08,Me Before You,2016,https://boxd.it/9n98,4
2025-09-08,Ingrid Goes West,2017,https://boxd.it/evUQ,3.5
2025-09-08,The Little Hours,2017,https://boxd.it/ewec,3.5
2025-09-08,Dirty Grandpa,2016,https://boxd.it/99pG,2.5
2025-09-08,Black Panther: Wakanda Forever,2022,https://boxd.it/igPu,3.5
2025-09-08,Ant-Man and the Wasp: Quantumania,2023,https://boxd.it/nL2y,3
2025-09-08,Dungeons & Dragons: Honor Among Thieves,2023,https://boxd.it/hN1A,3
2025-09-08,The Crucible,1996,https://boxd.it/1Dji,2
2025-09-08,Hot Frosty,2024,https://boxd.it/NeBM,0.5
2025-09-09,Babygirl,2024,https://boxd.it/Fvai,2
2025-09-09,Little Miss Sunshine,2006,https://boxd.it/29EW,3
2025-09-10,To All the Boys I've Loved Before,2018,https://boxd.it/gHec,1.5
2025-09-13,Set It Up,2018,https://boxd.it/dpik,4
2025-09-13,Cinema Paradiso,1988,https://boxd.it/1UlA,4
2025-09-14,Hairspray,2007,https://boxd.it/261M,4
2025-09-14,Cars,2006,https://boxd.it/29ho,4
2025-09-15,Escape Room: Tournament of Champions,2021,https://boxd.it/lwCM,3
2025-09-15,Escape Room,2019,https://boxd.it/iYlS,2.5
2025-09-16,Joker,2019,https://boxd.it/h4cS,3.5
2025-09-17,The Wrong Paris,2025,https://boxd.it/OriA,1
2025-09-17,Avengers: Endgame,2019,https://boxd.it/9vE4,4
2025-09-21,The Prestige,2006,https://boxd.it/293w,3.5
2025-09-23,The Conjuring: Last Rites,2025,https://boxd.it/Dh8e,3
2025-09-26,One Battle After Another,2025,https://boxd.it/DUHM,1
2025-10-21,The Twilight Saga: New Moon,2009,https://boxd.it/1Hj2,1.5
2025-10-21,The Twilight Saga: Eclipse,2010,https://boxd.it/1ytW,2.5
2025-10-21,The Twilight Saga: Breaking Dawn – Part 1,2011,https://boxd.it/DdM,1.5
2025-10-21,The Twilight Saga: Breaking Dawn – Part 2,2012,https://boxd.it/DdC,1.5
2025-10-26,28 Years Later,2025,https://boxd.it/FEGM,2
2025-11-01,Failure to Launch,2006,https://boxd.it/21lW,2
2025-11-05,Crazy Rich Asians,2018,https://boxd.it/gfnK,5
2025-11-24,Frankenstein,2025,https://boxd.it/Ecsg,3
2025-11-24,Wicked,2024,https://boxd.it/e8ME,2.5
2025-12-01,Materialists,2025,https://boxd.it/GZlW,2
