Date,Name,Year,Letterboxd URI,Rating
2024-03-15,Kill Bill: Vol. 1,2003,https://boxd.it/70w,5
2024-03-15,Kill Bill: Vol. 2,2004,https://boxd.it/2au4,5
2024-03-15,Jurassic Park,1993,https://boxd.it/2aA2,5
2024-03-15,Gladiator,2000,https://boxd.it/2b9m,5
2024-03-15,Scarface,1983,https://boxd.it/2b7g,5
2024-03-15,Footloose,1984,https://boxd.it/288A,1
2024-03-15,Monster House,2006,https://boxd.it/1Z2e,3
2024-03-15,Indiana Jones and the Kingdom of the Crystal Skull,2008,https://boxd.it/2aR8,2.5
2024-03-15,Juno,2007,https://boxd.it/210a,1
2024-03-15,Zoolander,2001,https://boxd.it/1YMA,3.5
2024-03-15,School of Rock,2003,https://boxd.it/28xK,4
2024-03-15,Anchorman: The Legend of Ron Burgundy,2004,https://boxd.it/1ZVo,3.5
2024-03-15,Sweet Home Alabama,2002,https://boxd.it/1TDo,0.5
2024-03-15,Reservoir Dogs,1992,https://boxd.it/2agc,5
2024-03-15,Inception,2010,https://boxd.it/1skk,5
2024-03-15,Bridget Jones's Diary,2001,https://boxd.it/29WQ,2.5
2024-03-15,27 Dresses,2008,https://boxd.it/21x4,1
2024-03-15,The Proposal,2009,https://boxd.it/1HiS,2.5
2024-03-15,Black Swan,2010,https://boxd.it/Sw0,5
2024-03-15,American Psycho,2000,https://boxd.it/28Vs,4
2024-03-15,L.A. Confidential,1997,https://boxd.it/27oC,5
2024-03-15,GoodFellas,1990,https://boxd.it/29FA,5
2024-03-15,The Departed,2006,https://boxd.it/28MA,5
2024-03-15,The Green Mile,1999,https://boxd.it/2agG,5
2024-03-15,Taxi Driver,1976,https://boxd.it/2b8y,3
2024-03-15,The Wedding Date,2005,https://boxd.it/21h6,2
2024-03-15,The Shawshank Redemption,1994,https://boxd.it/2aHi,5
2024-03-15,My Best Friend's Wedding,1997,https://boxd.it/1ZHm,3.5
2024-03-15,Wedding Crashers,2005,https://boxd.it/1Yte,2.5
2024-03-15,Minority Report,2002,https://boxd.it/2aWi,4
2024-03-15,Django Unchained,2012,https://boxd.it/2cCk,5
2024-03-15,From Dusk Till Dawn,1996,https://boxd.it/29HQ,4
2024-03-15,Speed,1994,https://boxd.it/28qk,4
2024-03-15,V for Vendetta,2005,https://boxd.it/29Ik,4
2024-03-15,Collateral,2004,https://boxd.it/28F0,2.5
2024-03-15,Highlander,1986,https://boxd.it/20GE,3
2024-03-15,The Lost Boys,1987,https://boxd.it/28DI,4
2024-03-15,The Goonies,1985,https://boxd.it/1YVC,3
2024-03-15,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/6YK,5
2024-03-15,Jennifer's Body,2009,https://boxd.it/1Efw,4
2024-03-15,Blade Runner,1982,https://boxd.it/2bcA,2.5
2024-03-15,Memento,2000,https://boxd.it/2bcK,4
2024-03-15,When Harry Met Sally...,1989,https://boxd.it/29W2,4
2024-03-15,Lost in Translation,2003,https://boxd.it/2b0E,3
2024-03-15,The Hurt Locker,2008,https://boxd.it/1Soi,5
2024-03-15,Back to the Future Part II,1989,https://boxd.it/2aYI,3
2024-03-15,Back to the Future Part III,1990,https://boxd.it/2aTS,3.5
2024-03-15,Troy,2004,https://boxd.it/29TW,5
2024-03-15,Final Destination,2000,https://boxd.it/1YrC,3
2024-03-18,Spaceman,2024,https://boxd.it/nC20,4
2024-03-20,One Day,2024,https://boxd.it/L1ZM,3
2024-03-22,Se7en,1995,https://boxd.it/29zs,5
2024-03-22,The Truman Show,1998,https://boxd.it/18U8,5
2024-03-22,Ready Player One,2018,https://boxd.it/aZes,5
2024-03-24,Edge of Tomorrow,2014,https://boxd.it/4pD0,4
2024-03-24,Star Wars: The Clone Wars,2008,https://boxd.it/1Sly,5
2024-03-24,The Social Network,2010,https://boxd.it/17ue,4
2024-03-24,Rogue One: A Star Wars Story,2016,https://boxd.it/aPvy,4
2024-03-24,The Revenant,2015,https://boxd.it/8H5e,4.5
2024-03-24,The Maze Runner,2014,https://boxd.it/5YPM,4.5
2024-03-24,Passengers,2016,https://boxd.it/8lFu,3.5
2024-03-24,The Impossible,2012,https://boxd.it/2N9k,4
2024-03-24,It,2017,https://boxd.it/bC8e,5
2024-03-24,The Suicide Squad,2021,https://boxd.it/fw6O,0.5
2024-03-24,Venom,2018,https://boxd.it/b8wA,5
2024-03-24,The Hitman's Bodyguard,2017,https://boxd.it/dCmO,3
2024-03-24,Mean Girls,2004,https://boxd.it/1VNg,3
2024-03-24,Suicide Squad,2016,https://boxd.it/9row,4.5
2024-03-24,Bird Box,2018,https://boxd.it/eh1i,3.5
2024-03-24,Zombieland: Double Tap,2019,https://boxd.it/bgb6,3
2024-03-24,Love and Monsters,2020,https://boxd.it/lJ6E,2.5
2024-03-24,Neighbors,2014,https://boxd.it/5Txe,3.5
2024-03-24,Pacific Rim: Uprising,2018,https://boxd.it/83Qa,4
2024-03-24,Shazam!,2019,https://boxd.it/8WBu,3.5
2024-03-24,Red Notice,2021,https://boxd.it/ixtq,2
2024-03-24,M3GAN,2022,https://boxd.it/jxmG,1
2024-03-26,Talladega Nights: The Ballad of Ricky Bobby,2006,https://boxd.it/1XYq,4.5
2024-03-26,No Hard Feelings,2023,https://boxd.it/xouu,3
2024-03-26,Pan,2015,https://boxd.it/7XYi,4
2024-03-27,Damsel,2024,https://boxd.it/sFY2,2
2024-04-02,Road House,2024,https://boxd.it/cdzQ,3
2024-04-02,The Guilty,2021,https://boxd.it/kOPW,4
2024-04-05,The Matrix,1999,https://boxd.it/2a1m,5
2024-04-06,Guns Akimbo,2019,https://boxd.it/gkFu,2
2024-04-06,Baby Driver,2017,https://boxd.it/bhF2,4.5
2024-04-06,Alita: Battle Angel,2019,https://boxd.it/e0rS,5
2024-04-07,Kingsman: The Secret Service,2014,https://boxd.it/6dxe,5
2024-04-10,The Equalizer 3,2023,https://boxd.it/yU54,1.5
2024-04-10,Wonka,2023,https://boxd.it/tCQm,2
2024-04-15,Joker,2019,https://boxd.it/h4cS,5
2024-04-16,The Fast and the Furious: Tokyo Drift,2006,https://boxd.it/1Yeo,5
2024-04-29,Midsommar,2019,https://boxd.it/jhxe,4
2024-05-09,Challengers,2024,https://boxd.it/zld0,3
2024-06-12,Real Steel,2011,https://boxd.it/147m,4
2024-06-16,Bohemian Rhapsody,2018,https://boxd.it/f1TK,5
2024-06-16,The Wolf of Wall Street,2013,https://boxd.it/3C1m,4
2024-06-18,Hit Man,2023,https://boxd.it/ANB2,2.5
2024-06-18,The Talented Mr. Ripley,1999,https://boxd.it/2924,4
2024-06-18,Crazy Rich Asians,2018,https://boxd.it/gfnK,4
2024-06-18,Mr. & Mrs. Smith,2005,https://boxd.it/29CG,4
2024-06-18,Scott Pilgrim vs. the World,2010,https://boxd.it/1Aq6,4.5
2024-06-23,Blue Beetle,2023,https://boxd.it/kJLq,2
2024-06-23,The Terminal,2004,https://boxd.it/2a2O,4
2024-07-31,City of Angels,1998,https://boxd.it/29Bo,4
2024-07-31,The Sisterhood of the Traveling Pants,2005,https://boxd.it/1XPo,4
2024-07-31,The Sisterhood of the Traveling Pants 2,2008,https://boxd.it/1WS2,3
2024-07-31,Pitch Perfect,2012,https://boxd.it/3OsE,5
2024-07-31,Pitch Perfect 2,2015,https://boxd.it/7tNa,3
2024-07-31,Pitch Perfect 3,2017,https://boxd.it/bUre,3
2024-08-01,Knowing,2009,https://boxd.it/1Pmy,3.5
2024-08-03,Scott Pilgrim Takes Off,2023,https://boxd.it/JLZk,4
2024-08-04,Nightcrawler,2014,https://boxd.it/780m,4
2024-08-05,Superbad,2007,https://boxd.it/20hO,4
2024-08-05,Rocketman,2019,https://boxd.it/iehK,4
2024-08-06,Logan,2017,https://boxd.it/7Piy,5
2024-08-06,The Greatest Showman,2017,https://boxd.it/acjI,5
2024-08-06,X-Men,2000,https://boxd.it/1a7s,5
2024-08-06,The New Mutants,2020,https://boxd.it/bjle,2
2024-08-06,Deadpool,2016,https://boxd.it/9fOC,5
2024-08-06,Deadpool 2,2018,https://boxd.it/dlLM,4
2024-08-06,Deadpool & Wolverine,2024,https://boxd.it/jq8s,4
2024-08-06,Trap,2024,https://boxd.it/D4nK,1.5
2024-08-10,Once Upon a Time in America,1984,https://boxd.it/2aCs,3
2024-08-12,Closer,2004,https://boxd.it/270K,3
2024-08-12,Four Brothers,2005,https://boxd.it/20o6,3
2024-08-15,Jujutsu Kaisen 0,2021,https://boxd.it/uvFS,3
2024-08-16,Alien: Romulus,2024,https://boxd.it/zGqO,4.5
2024-08-16,AVP: Alien vs. Predator,2004,https://boxd.it/2atU,3
2024-08-16,Aliens vs Predator: Requiem,2007,https://boxd.it/2ans,2
2024-08-17,Prometheus,2012,https://boxd.it/2s9e,2
2024-08-17,Jurassic World,2015,https://boxd.it/4n0g,4.5
2024-08-19,Alien: Covenant,2017,https://boxd.it/49UY,3
2024-08-19,Alien,1979,https://boxd.it/2awY,3.5
2024-08-20,Aliens,1986,https://boxd.it/29PA,3.5
2024-08-21,Twisters,2024,https://boxd.it/qV7a,3
2024-08-23,Alien³,1992,https://boxd.it/20zS,2
2024-08-23,Alien Resurrection,1997,https://boxd.it/20zI,4
2024-08-24,The Big Short,2015,https://boxd.it/ajZw,5
2024-08-26,Before Sunrise,1995,https://boxd.it/2bcU,4.5
2024-08-26,Before Sunset,2004,https://boxd.it/2bcg,3
2024-08-26,Coraline,2009,https://boxd.it/1NhQ,4
2024-08-27,Mulholland Drive,2001,https://boxd.it/297o,4.5
2024-08-28,Dazed and Confused,1993,https://boxd.it/1Ylk,3
2024-08-29,Ex Machina,2015,https://boxd.it/7T2k,3.5
2024-08-29,Pixels,2015,https://boxd.it/7BaA,3.5
2024-08-29,Moneyball,2011,https://boxd.it/glS,2.5
2024-08-30,Good Time,2017,https://boxd.it/fcFu,4
2024-08-30,Then Came You,2018,https://boxd.it/d3F2,3
2024-08-31,Ready or Not,2019,https://boxd.it/kOf0,4
2024-08-31,Blink Twice,2024,https://boxd.it/vIOg,3
2024-09-01,Falling Down,1993,https://boxd.it/194M,4
2024-09-02,Poor Things,2023,https://boxd.it/tNWU,4
2024-09-03,Star Wars: Episode III – Revenge of the Sith,2005,https://boxd.it/27US,5
2024-09-03,Star Wars: Episode I – The Phantom Menace,1999,https://boxd.it/27Vc,4
2024-09-03,Madame Web,2024,https://boxd.it/nwD0,2
2024-09-03,The Dark Knight Rises,2012,https://boxd.it/H3m,4
2024-09-03,Captain America: The First Avenger,2011,https://boxd.it/28b0,5
2024-09-03,Captain America: The Winter Soldier,2014,https://boxd.it/3r58,5
2024-09-03,Iron Man,2008,https://boxd.it/28dA,5
2024-09-03,Ocean's Eight,2018,https://boxd.it/eaai,4
2024-09-03,Spider-Man,2002,https://boxd.it/2a8i,5
2024-09-03,The Amazing Spider-Man,2012,https://boxd.it/27PI,5
2024-09-03,The Hangover,2009,https://boxd.it/1GjK,4
2024-09-06,The Hobbit: An Unexpected Journey,2012,https://boxd.it/GZk,4
2024-09-06,The Hobbit: The Battle of the Five Armies,2014,https://boxd.it/43aU,3
2024-09-06,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O,5
2024-09-06,The Hobbit: The Desolation of Smaug,2013,https://boxd.it/nmS,5
2024-09-08,The Lord of the Rings: The Two Towers,2002,https://boxd.it/2b5E,4
2024-09-08,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u,4
2024-09-11,Movie 43,2013,https://boxd.it/37qK,2.5
2024-09-20,Groundhog Day,1993,https://boxd.it/2b3e,4
2024-09-20,Atlantis: The Lost Empire,2001,https://boxd.it/1Vck,5
2024-09-20,Uglies,2024,https://boxd.it/sUKu,0.5
2024-09-20,TRON: Legacy,2010,https://boxd.it/1Dlo,4
2024-09-22,The Idea of You,2024,https://boxd.it/vOW6,0.5
2024-09-23,Chronicle,2012,https://boxd.it/2Emk,3.5
2024-09-23,Mad Max,1979,https://boxd.it/1Y7i,3.5
2024-09-26,Brothers,2009,https://boxd.it/20WW,4.5
2024-09-29,Annihilation,2018,https://boxd.it/9yzm,3
2024-10-07,Speed Racer,2008,https://boxd.it/20UQ,4
2024-10-10,Dune,2021,https://boxd.it/fA7G,4
2024-10-11,It's a Wonderful Life,1946,https://boxd.it/28xA,5
2024-10-11,El Camino: A Breaking Bad Movie,2019,https://boxd.it/kv0q,3
2024-10-13,Million Dollar Baby,2004,https://boxd.it/2bdI,5
2024-10-13,She's the Man,2006,https://boxd.it/1Y7W,4
2024-10-15,Lara Croft: Tomb Raider,2001,https://boxd.it/27G2,2.5
2024-10-15,She's All That,1999,https://boxd.it/1Wz0,3.5
2024-10-17,Thor: Love and Thunder,2022,https://boxd.it/mMAY,3
2024-10-17,Thor: Ragnarok,2017,https://boxd.it/8MHi,4
2024-10-17,Overdrive,2017,https://boxd.it/eesq,2
2024-10-17,Garden State,2004,https://boxd.it/2asW,4.5
2024-10-19,Tropic Thunder,2008,https://boxd.it/20WM,4
2024-10-19,Rush Hour,1998,https://boxd.it/27pU,4
2024-10-19,The Virgin Suicides,1999,https://boxd.it/28JG,4
2024-10-23,The Matrix Reloaded,2003,https://boxd.it/2a1c,3.5
2024-10-23,Kinds of Kindness,2024,https://boxd.it/CWPw,3.5
2024-10-24,Miss Peregrine's Home for Peculiar Children,2016,https://boxd.it/8KPu,3.5
2024-10-24,Bolt,2008,https://boxd.it/1QXg,4
2024-10-24,Woman of the Hour,2023,https://boxd.it/vuz2,3.5
2024-10-24,The Royal Tenenbaums,2001,https://boxd.it/1YHU,5
2024-10-25,Rushmore,1998,https://boxd.it/1TAO,4
2024-10-25,Wish I Was Here,2014,https://boxd.it/6Pf8,3.5
2024-10-26,Late Night with the Devil,2023,https://boxd.it/zo6G,4
2024-10-26,Youth in Revolt,2009,https://boxd.it/1AK6,2.5
2024-10-27,Jumper,2008,https://boxd.it/20ss,2
2024-10-28,Amélie,2001,https://boxd.it/2aUc,4
2024-10-29,Shattered Glass,2003,https://boxd.it/1PXa,3.5
2024-10-30,The Life Aquatic with Steve Zissou,2004,https://boxd.it/2aqw,5
2024-10-30,The Darjeeling Limited,2007,https://boxd.it/24as,3.5
2024-10-31,Donnie Darko,2001,https://boxd.it/2b2A,4
2024-11-01,Isle of Dogs,2018,https://boxd.it/dZrW,3.5
2024-11-02,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/jLP8,3.5
2024-11-02,Life of Pi,2012,https://boxd.it/37pC,4
2024-11-04,Captain America: Civil War,2016,https://boxd.it/89Ja,4
2024-11-04,Black Widow,2021,https://boxd.it/hWV8,4
2024-11-04,Eternals,2021,https://boxd.it/j36o,2
2024-11-04,WandaVision,2021,https://boxd.it/sbGW,4
2024-11-04,Loki,2021,https://boxd.it/sbHg,4.5
2024-11-04,Moon Knight,2022,https://boxd.it/zeDq,4
2024-11-04,Fantastic Four: Rise of the Silver Surfer,2007,https://boxd.it/27Ii,4
2024-11-04,Star Wars,1977,https://boxd.it/72s,5
2024-11-04,The Empire Strikes Back,1980,https://boxd.it/27Vw,5
2024-11-04,Return of the Jedi,1983,https://boxd.it/27Vm,5
2024-11-04,Star Wars: The Rise of Skywalker,2019,https://boxd.it/5xlK,3
2024-11-04,Solo: A Star Wars Story,2018,https://boxd.it/bGWs,3
2024-11-04,Drive-Away Dolls,2024,https://boxd.it/A8vi,1
2024-11-05,Promising Young Woman,2020,https://boxd.it/loRE,3.5
2024-11-05,mid90s,2018,https://boxd.it/fxIa,3.5
2024-11-05,Drive,2011,https://boxd.it/IG,4
2024-11-06,Léon: The Professional,1994,https://boxd.it/2b8S,4.5
2024-11-06,Warm Bodies,2013,https://boxd.it/2TFm,3.5
2024-11-07,The Substance,2024,https://boxd.it/zanS,4
2024-11-07,Nymphomaniac: Vol. I,2013,https://boxd.it/7DiG,3.5
2024-11-07,Asteroid City,2023,https://boxd.it/s3ds,4
2024-11-08,The Perks of Being a Wallflower,2012,https://boxd.it/2ZA8,3.5
2024-11-09,Jackie Brown,1997,https://boxd.it/2aVO,4
2024-11-09,Push,2009,https://boxd.it/1Q8W,3
2024-11-09,American Beauty,1999,https://boxd.it/71Y,4
2024-11-09,Secretary,2002,https://boxd.it/1URc,4
2024-11-10,A Fistful of Dollars,1964,https://boxd.it/2auo,4
2024-11-10,For a Few Dollars More,1965,https://boxd.it/29eu,4
2024-11-11,"The Good, the Bad and the Ugly",1966,https://boxd.it/2ape,5
2024-11-12,Requiem for a Dream,2000,https://boxd.it/29VI,5
2024-11-12,Mamma Mia!,2008,https://boxd.it/1Tnq,5
2024-11-12,Scary Movie,2000,https://boxd.it/24CG,5
2024-11-12,Triangle,2009,https://boxd.it/1tQG,2
2024-11-13,Adventureland,2009,https://boxd.it/1JTQ,3.5
2024-11-14,World War Z,2013,https://boxd.it/2p2E,3
2024-11-14,The Lobster,2015,https://boxd.it/7tnw,4
2024-11-15,Run,2020,https://boxd.it/jVM4,2.5
2024-11-15,Moonrise Kingdom,2012,https://boxd.it/2Wng,4.5
2024-11-18,Rain Man,1988,https://boxd.it/2avw,4
2024-11-21,Nocturnal Animals,2016,https://boxd.it/bkFu,4
2024-11-22,Gladiator II,2024,https://boxd.it/kqQQ,5
2024-11-23,The Benchwarmers,2006,https://boxd.it/1Xr2,3
2024-11-26,Little Women,2019,https://boxd.it/aSVk,4.5
2024-11-26,IO,2019,https://boxd.it/fmCU,2
2024-11-28,Red Sparrow,2018,https://boxd.it/e7Pi,1.5
2024-11-30,All My Friends Hate Me,2021,https://boxd.it/uWPK,0.5
2024-11-30,BlacKkKlansman,2018,https://boxd.it/hxL8,4
2024-12-03,Miss Congeniality,2000,https://boxd.it/28GM,4
2024-12-03,Cruel Intentions,1999,https://boxd.it/29Be,4
2025-01-25,Heathers,1989,https://boxd.it/26x4,4
2025-02-04,Meet Joe Black,1998,https://boxd.it/2aEI,3.5
2025-02-06,The Fall Guy,2024,https://boxd.it/s0Bm,2.5
2025-04-13,Speak No Evil,2024,https://boxd.it/G9f8,4
2025-04-16,Parthenope,2024,https://boxd.it/FWo2,5
2025-04-20,Alpha,2018,https://boxd.it/dZUE,3
2025-04-26,Sinners,2025,https://boxd.it/KQMM,5
2025-04-28,Nobody,2021,https://boxd.it/mLqS,3.5
2025-04-28,Inside Out 2,2024,https://boxd.it/CFrC,3.5
2025-05-03,Until Dawn,2025,https://boxd.it/KOb0,3
2025-05-04,The Internship,2013,https://boxd.it/3SWS,3
2025-05-04,Begin Again,2013,https://boxd.it/5Ybs,3.5
2025-05-05,Novocaine,2025,https://boxd.it/JmdA,3
2025-05-06,Step Up,2006,https://boxd.it/1XS8,3
2025-05-06,Step Up 2: The Streets,2008,https://boxd.it/20mk,4
2025-05-06,Step Up 3D,2010,https://boxd.it/ZS8,4
2025-05-06,Step Up Revolution,2012,https://boxd.it/31yo,4.5
2025-05-06,Step Up All In,2014,https://boxd.it/79Wc,3
2025-05-12,Pirates of the Caribbean: The Curse of the Black Pearl,2003,https://boxd.it/70G,5
2025-05-13,Pirates of the Caribbean: Dead Man's Chest,2006,https://boxd.it/2bfk,4
2025-05-13,Pride & Prejudice,2005,https://boxd.it/24u8,4
2025-05-13,A Complete Unknown,2024,https://boxd.it/oBYa,4
2025-05-15,We're the Millers,2013,https://boxd.it/4srQ,5
2025-05-15,Focus,2015,https://boxd.it/7zl2,5
2025-05-15,Pirates of the Caribbean: At World's End,2007,https://boxd.it/2aGu,3.5
2025-05-17,Pirates of the Caribbean: On Stranger Tides,2011,https://boxd.it/27Z4,4
2025-05-19,Chef,2014,https://boxd.it/6lCG,2.5
2025-05-19,Prey,2022,https://boxd.it/sNBU,4
2025-05-19,Pirates of the Caribbean: Dead Men Tell No Tales,2017,https://boxd.it/5a9m,3
2025-05-28,King Arthur,2004,https://boxd.it/1YAa,4
2025-05-28,Everything Everywhere All at Once,2022,https://boxd.it/jUk4,4.5
2025-05-28,Empire Records,1995,https://boxd.it/1PY8,4
2025-05-29,Into the Woods,2014,https://boxd.it/6DtW,3
2025-05-30,Free Solo,2018,https://boxd.it/iEEq,4
2025-06-01,The Man from U.N.C.L.E.,2015,https://boxd.it/67lG,4
2025-06-02,Dream Scenario,2023,https://boxd.it/v2h0,3
2025-06-03,City of God,2002,https://boxd.it/2a2a,5
2025-06-04,Lucy,2014,https://boxd.it/75hu,3
2025-06-04,Burlesque,2010,https://boxd.it/Xfo,4
2025-06-05,Valerian and the City of a Thousand Planets,2017,https://boxd.it/biYY,3.5
2025-06-05,Avatar: The Way of Water,2022,https://boxd.it/2E2E,5
2025-06-05,The Gray Man,2022,https://boxd.it/rb7q,4
2025-06-12,John Wick: Chapter 4,2023,https://boxd.it/mh48,4
2025-06-12,Triangle of Sadness,2022,https://boxd.it/hXlq,5
2025-06-12,Run Lola Run,1998,https://boxd.it/2b8o,4
2025-06-13,Moulin Rouge!,2001,https://boxd.it/29wI,4
2025-06-13,Babygirl,2024,https://boxd.it/Fvai,2.5
2025-06-13,Princess Mononoke,1997,https://boxd.it/2b4w,4.5
2025-06-15,How to Train Your Dragon,2010,https://boxd.it/1WRy,5
2025-06-15,How to Train Your Dragon,2025,https://boxd.it/F7Je,4.5
2025-06-15,The Road to El Dorado,2000,https://boxd.it/1W6s,3.5
